,comment
791,"When I been true sevral difficult processes since I was 3 years old abused fysic and mentally , til grown Up and only meet People that treatend me the same , and true all time they shuut me to be quiet and couldnt talk too anyone about it ,so  push down much of My feelings and just accepting everyone and everything they put me trugh , but never felt hate or anger in my life ever, just pushed My feelings away but I was spirituell natural born with skills, when I be 8-9 years old I fellt that there is someting more in this life someting special with out knowing but I know just things and more old I get this precent of spirit around me and in dreams of truth came from I was 5years old then come the Spirits and then more things I just know tings that I know no one toughts me, and No books or information att all, but just know ! I have met so many negative persons of some purpous like negative, narsessist, like psykopaths and In still in my feets, inner stregth and just everytime get Up in My feet and now im hav going true so much till now, and know how too handel this lessons of life just show them they cant break me down and not get my energi No more , but I know People going true many sorrows and anger ,aggeny and so much in their life they have to heal , when you self come between so much hard situations and consi cvensses that I have done, the case after the other case in sevral meetings with other People and relationship, I have learning the hardest lessions of lifes backside and for a reason purpous, I can feel both nature of the abuser People behind that fear anger so on , and can understand they who getting abused their reaktions and feelings , they don't easy let it show how they feels , they protecting more quiet and like a Shadow been smal don't want to bee seen , the others takeu up big place, space and argument loud and anger energi ,   but accepting everyone and not for judgeing No one, just life as a person living her and things happening that you cant role over others behaviors, only your self and just take responsibillity for your self ! so much to say but stop her. Now to all of you Uncondissionlly love and light to everyone 🙏❤️"
792,very nice
793,Nice
794,True.
795,Definitely 
796,Thank You
797,Veeknaysh Arvindarshan do not complain but deal with it 
798,Arl Avantgarde 
799,❤️
800,Sadhna Singh Hamchander 
801,I do😁
802,Thank you!
803,
804,Inspiración
805,
806," ""Hola mi nombre es Keila soy de Bolivia, tengo un examen en un mes estoy muy preocupada por que el examen es de 5 libros y los leí pero aun me falta comprender, ya que no entiendo muchas cosas y no puedo retener la información, es claro que necesito ayuda. A quien lea esto por favor tome esto como un reto al ayudarme.""😭😕😐ayuda por favor (espero su respuesta) "
807,Yepp💜
808,Thanks! Im working on that right now....
809,Imene Bee
810,"I wish this guy woukd stop popping up on every ad on my phone. Makes you look like youre trying so hard to be somebody who knows something the rest of us dont know. Kudos for your work and wanting ti help people, but please stop popping up everywhere its so annoying. I dont care you went on an ayuhuasca journey. My cultire has its own rites of passage. Did you even take time to learn them? There is nothing wrong with the western world. Asia nor the east has all the answers. Get a grip dude... Go hang out with Sadhguru or something. Apparently the west has done something right or you wouldn't be here!"
811,
812,I have lost of opening job I am happy
813,Thanks Vishen Lakhiani for sharing and doing this.. how can we work in mindvalley.. the cause resonates with me so much
814,Mohammad Faruq Hossain 
815,"Seriously, you have to be taught to be happy?  "
816,Indeed
817,Tiffany Emerson
818,❤️🤍🙏🏻 thank u 3 
819,Grazie grazie grazie🙏❤️❤️
820,El conocimiento es infinito
821,Always has been 🙂
822,Correct saying
823,Thank you !
824,"Want to become healthier, wealthier, and more fulfilled? No sweat.
⠀
Dive deeper and discover a powerful guided meditation for positive energy in Christie Marie Sheldon's FREE masterclass.🧘‍♀️: https://go.mindvalley.com/BsmQqawq"
825,Yessssssssss..it is Youuuuuu..
826,I do miss her ! I can't seem to find more videos of her ! 
827,Jo Anne Carollo
828,Good lecture
829,David Gruen
830,Tenkyou for vidio
831,Travis Dickinson
832,Joe Lingelbach
833,Cheyenne Dykes
834,Art Belis
835,Never heard such rubbish 
836,Whats the technique she never said it..
837,Tammy Barger
838,Jennifer Epperson
839,"When I was a child, sorrounded by people and parents 🥺"
840,Every time I exercise
841,Becoming a part of Mindvalley 🙏🏽❤️💚🥰
842,🙏♥️08/08/20 #laughfortheclimate ♥️🙏
843,When i drink water after 9 hours . because our tanks and pipes got  freezed in winter's in kashmir .. weird but its true
844,When I found I can change my life through Silva Ultramind Method
845,"2007, the day I knew that if I were to die unexpectedly, I'd have lived a 100% successful life; I knew I was an amazing parent <3

...all hell broke loose June/July of that year.

Still finding my way back. And after my son's suicide on the evening of Tuesday, August 11th, better believe I question my parenting capabilities.

But now, instead of living for the faith and hope in helping my son, I press on knowing that our combined experiences will help others.

Namasté 🙏"
846,Walking in the Himalayas!
847,Anytime I'm with my kitties. When I met Abdel. When I'm getting sunshine.The first time I moved to California. And When I made it back to California. When I'm talking to my therapist.
848,Walking with my two little daugthers(at that time were child) I had a pain in my chest from happiness
849,The very moment my grandaugther was born
850,After the birth of my daughter 💖
851,The day I realized that I truly loved myself and that I could just BE ME!! 🙏
852,When I got engaged. It brought tears to my eyes of joy.
853,When i won the eurojackpot
854,My daughters graduation <3
855,Walking with my self in my own dreams 💓
856,"Playing, running, shouting with my dogs ,horses and llamas together as an idiot, everyday. I would love to share this with all Mindvalley members. I will do a 'play with animals' course. Love u all"
857,"🥳Happy birthday Vishen.🥳 Thank you for opening my eyes, helping me get rid of brules and for giving me the tools to never stop learning and improving myself.💖"
858,Many Many Happy Returns of the day to Man who is a game changer . I listen to ur advises ..they are very helpful . Thank you for sharing the knowledge you have with people with society ...mankind .
859,"Happy birthday Vishen, may you be showered with infinitude of blessings for years to come!!🥳🥳. Thank you for creating such an amazing platform for total transformation!!!💛🙏🏽😊"
860,"Vishen Lakhiani you are a true leader. Thank you for inspiring us and helping us grow. 

I learned a lot from Mindvalley. The most important thing I learned is that I can create my own reality and I can make things happen . This is so empowering 🙌"
861,Happy Birthday Vishen! I've learned so much from you and grown so much because of Mindvalley. Thank you for being you!
862,"Happy Birthday Vishen. Liked the video you made about your red box. I watched it about a week ago. Pulled out a big mason jar, wrote a new number in projected revenue by mid Feb. In one week, increased my gross 12x.  PS. I doused the the paper on which I wrote the number with Abundance Essential Oil from my Other product line. Thanks !!!!"
863,Happy Birthday! We wish u all the best. Love from Bulgaria
864,Happy Birthday! Thank you for your enormous mission in helping others to thrive!
865,Happiest of birthdays Vishen🎉thank you for being an incredible inspiration and motivator to all of us from around the globe💞much love and blessings all the days of your life 💥🙏🇿🇦🇿🇦🇿🇦
866,Happy birthday Vishen. Your contribution to developing one's personality is truly tremendous. God bless.
867,happy birthday .more power to encourage everyone for the better future and to bend more realities in the universe...
868,"Vishen, thanks...the only thing I have to add is that you need to learn how to adjust to context ... in Europe, in terms of the currents state of affairs in the world ... The US have changed as well. Stay up to date or get someone who knows how to put a life philsophy into context ... at least in Europe ... Congrats!"
869,"A very happy birthday to my inspiration, you don't have any idea that you have changed our lives significantly , god bless you 🙌🙌"
870,Happy birthday Vishen. You are always so thoughtful of others so I hope you get celebrated in style despite restrictions. Best wishes from Denmark 😊🍾🥂
871,Wishing you the happiest birthday extraordinary man!  🎉🥳
872,Thank you for showing a good example to the rest of the world especially during these challenging times. I am in awe of your passion to show compassion for the rest of us. Thank Your exemplify a true inspiration and humility which makes you also an incredible Leader! and I say Every successful man there is a “MINDVALLEY” behind it. Happy Birthday🎈 to an incredible role model and my biggest inspiration a.k.a. Vishen Lakhiani❗️
873,Happy Birthday Vishen! 💖 Mine was just on the 12th 😁. 
874,Happy Birthday. We share the same birthday. Thank you for the Mind Valley “ Six Phase Guided Meditation. “ I have  been using it for years.
875,Happiest Birthday Vishen! 🥳
876,Happy birthday to visionary leader Vishen. You calling is great sir. Thank you for mind blowing knowledge through Mindvalley.
877,"Hello Vishen,

Thank you for being You. Thank you for Soulvana and big huge thanks for Mindvalley. The good karma of impacting lives positively on a global scale shall come back to you as abundant happiness, deep fulfillment and more steep success. Hope to meet you one day. You are truly an amazing person and a great inspiration. God bless you infinitely and tremendously. Thank you for everything and keep amazing us."
878,Happy birthday Vishen.. !! Thank you for being my biggest support ..!!
879,Happy birthday. Your vision of this and whatever is next is incredible! I want to find out more and see if my vision can collide!
880,"When I learned about Mindvalley in 2015 I felt so pulled to take a silva course,  which I did here in Denmark 😊 that was the beginning of a journey where I realised my spirituel gifts. And today I use these gifts to help women in my spiritual coaching practice.  Happy birthday Vishen Lakhiani and keep working on that grand vision you have for humanity. You are paving the way for many other people like you."
881,"Happy birthday Vishen 🥂 - This year we have not been able to go out in the world and travel.... but I am SO grateful for the inspiration to go within:  I have covered thousands of miles, on a journey that never ends 💫💖"
882,"If you're interested in learning more, join this week's masterclass to experience a FREE energy clearing session with the legendary Christie Marie Sheldo: https://go.mindvalley.com/BsmQqawq"
883,"🧱 She'll show you which of the 24 blocks might be standing in the way of your ideal career, wealth, relationships, and health.
⠀
✨ And you'll experience a 20-minute energy clearing session to break free from every single one of them.
⠀
So if you want to find out how to let go of mental blocks and manifest the financial success you deserve...
⠀
Join Vishen Lakhiani and Christie Marie Sheldon in this Masterclass: https://go.mindvalley.com/BsmQqawq"
884,I have a set of her CDs...a class on Abundance n blocks. They are phenomenal. They have helped me remove many blocks in my life and my belief system. I have learned many new life techniques. Thank you!
885,"Join our free Masterclass and learn how to achieve extraordinary strength & fitness with just a handful of simple, inexpensive, easy-to-find tools: https://go.mindvalley.com/Gpw2QU24"
886,Simply extraordinary.
887,"Join Vishen Lakhiani and Christie Marie Sheldon in this week's free Masterclass to:

🙊 Find out which of the 24 Abundance Blocks are sabotaging your career and wealth, relationships, or health.

💥 And experience a powerful 20-minute energy clearing session to break free from any mental blocks holding you back.

This year, all those inner doubts holding you back will be a distant memory. 🦸‍♀️

If you're ready to take action, check out this link: https://go.mindvalley.com/BsmQqawq"
888,Short review of Ken Wilbur webinar ... great! https://davidbradshaw.medium.com/from-waking-up-to-growing-up-with-ken-wilbur-9ad2b2b14070
889,YES! Having a morning routine is so crucial to a productive and positive day! Thank you for sharing this 🙏
890,"Learn how you can get 10X fitter, stronger, and healthier by cutting 90% out of your regular exercise time 🔥 : https://go.mindvalley.com/Gpw2QU24"
891,Do you have to have a gym membership to do the 10X program? 
892,What is the cost for 10x program?
893,No one in any of these pics were super overweight. Why not conduct a trial for those of us who needs to loose 50 pounds and less???!!! I am volunteering myself as I need to loose 50 pounds
894,"So even as Vishen Lakhiani's dad approaches 80, he can still stay fit, extend his longevity/quality of life, and reduce his risk of injuries at the same time.
⠀
If you’re like his dad or you have parents who are getting older, you’ll need to see this video.
⠀
And if you want to try out the program that helped him get there, check out this link: https://go.mindvalley.com/Gpw2QU24"
895,Amazing. And your dad even look younger than 3 years a go :)
896,Wow! Thanks for sharing! There’s hope for us in our 60’s. I will sign up for sure. 🙏 
897,Wow thats the way to go All the best
898,Well done Dad! I can do 60KG Would love to do 120KG 
899,Will not that be a problem who have problem with bone? Like which caused by vitamin D deficiencies
900,Wowww... 
901,That was so cool 💪
902,"Vishyy! You are a bad cameraman 😄😆 I am glad to see such video, you and the people near you always give people very even overvaluable knowledge in just about everything! I love your work, keep it up! I keep working so I can afford some programs of Mindvalley! I just gotta go through Jon & Missy Butcher's program though! For the rest - 4 weeks is about 1 month. 😊😊🍀"
903,Amazing! I wonder if this program will be translated into Russian?
904,Will be joining in 1 week 💪
905,140 kg thats a lot for 70
906,BilHum Khan 
907,"We believe we’ve created the most efficient exercise protocol on the planet to supercharge your strength, agility and longevity.
⠀
And you can spend 90% LESS time at the gym while you're at it. 🙌
⠀
If you're excited to learn more - join this week's 90-minute Masterclass with Vishen, Ronan, and Lorenzo playing all this week.
⠀
Disclaimer: It might just shatter all your pre-conceived ideas about what it takes to 'get fit.' : https://go.mindvalley.com/Gpw2QU24"
908,In the times we are in with people loosing their jobs and living on unemployment or worse nothing this would be nice to offer 100% without any purchase at all. I know down the road there will be after watching the Masterclass and right now is not good for anyone but the fact that they are at home definitely all need this workout and information but we all know it will cost somewhere. 
909,...for staying balanced even during storms.
910,Being balancd alwys
911,"Hello everyone, am here to testify about the greatest spiritual healer that helped me believe in life again after my husband had left me for another woman.Life has been so difficult for me these past few months and I had given up on myself knowing that I will not find love or true happiness again. Two months ago I found out I was pregnant and I was so happy and excited to have my own baby and I didn't even call my boyfriend. I just wanted to take the results to him and show him face to face and share the good news together. But when I reached his flat I saw his car parked outside and knew he was home so I went straight to his room. When I knocked, he allowed me to enter because he wasn't expecting me at the time, but when i opened the door I nearly fainted because I caught him ready handed with another woman in his house. I looked at them and closed the door and ran away, he followed me saying his sorry and the woman is just a friend and nothing else but I knew he was lying and I walked away. I reached home and cried a lot until i told my best friend everything and she told me to fight for my man and not loose him to another woman. She gave me Baba Isma's contact +27783320386 and told me Baaba will bring back my boyfriend to me and love only me. So i contacted Baaba and told him everything, he made a love and binding prayers for me and in 2 days of the prayers my boyfriend came to me with that woman I saw him with and knelt down and begged for my forgiveness and told the woman that am the love of his life and he doesn't ever want to see her again. The woman walked away and that evening my man came back with a baked cake and gifts and flowers and asked for my forgiveness again and promised never to hurt me again and I told him that we are having a baby, he cried and smiled with joy and happiness. We are back together and so much in love and waiting for our baby to arrive. Thanks so much your prayers indeed work. You can call or whatsapp Baaba Isma +27783320386 incase you are passing through the same situation. Don't be discouraged by what people may tell you"
912,"i never thought of making money online why staying at home but since I started seeing different people testifying about Mr Cameron Ross, I was interested in it, because everyone is successful received the income for his/her investing and different amount of money, so I decided to try it.. than I invest $1,000 and I earn $10,000 please don't miss this opportunity. please click on the link below to contact the manager. https://www.facebook.com/cmeronRoss"
913,"If you were inspired by If you were inspired by this interview with Vishen Lakhiani and Mary, join our Masterclass this week on 10X.
⠀
And check out the program that transformed both of their lives forever: https://go.mindvalley.com/Gpw2QU24"
914,Thank you!
915,"Covid19 and its social distancings and social restriccions I have learned a lot from it....how to not take things for granted...live more the ""here and now"" that I dont need to waste a lot of money to be happy  or buy new clothes everymonth to feel.cool happy etc etc..."
916,"Never put anyone on a pedestal, all the answers and wisdom lie within yourself 🌟🌟🌟"
917,"Thank you!
Life is struggle. I always trying work."
918,"Almost always, things are never as it seems..."
919,"If you follow majority, you may not be headed the right way."
920,"Good day I will like to introduce you to binary trading investment company is a fast trending legit investment platform which you can earn every week only with little minimum capital to start.if you are interested and want to know more about the investment click the link to contact the manager of the company on Facebook 
👇👇👇👇👇👇
https://m.facebook.com/bleakleyedrizz0014"
921,"So if you're tired of wasting hours on workouts that won't help you get the body you really want... 🏋️‍♂️😪
⠀
Find out the science behind our highly anticipated and time-efficient exercise protocol 10X.
⠀
And join this week's free training on How To Get 10X The Results From Every Minute In The Gym: https://go.mindvalley.com/Gpw2QU24"
922,He is cool
923,Alicia Ramdharee
924,Being involoped by yes  and actions
925,Geri eshte te appi
926,is this video a joke or what ? 
927,
928,"Check out some of these highlights over the last 4 years of developing this approach 👆

If you’re excited to learn more - join the Masterclass with Ronan and Lorenzo all this week on Mindvalley, playing free: https://go.mindvalley.com/Gpw2QU24"
929,"I don't mean to detract from the brilliance and innovativeness of the creators, however what exactly are the referenced 'late night American exercise programs'? I have lived in this country since 1989, and while I don't watch much television, I do research health and fitness a lot and just couldn't figure out what or where exactly are these 'American programs'? I'd appreciate any link to such anyone could provide.  "
930,Which is the sixth exercise?
931,Lee Rettie
932,Chryssa Tzamantaki 
933,"could you please reply before the end of this week, friday, banks are closed,...do not send email to my facebook mail adres please, it does not existe anymore, 😃❤️🙏."
934,"Hello, I want to participate on the WILDFIT program, I live in BELGIUM, I am trying to make a payment, when i contact your messenger box, I still cant' seem to find any 'human' support,.... the program will start this coming monday the 11th of January 2021, ... Who can help me 'to make a payment by my mastercard' ... cant' you convert to euros?, you are asking me 46 dollars of tax ??"
935,Yeah great only we’re in a lockdown and the gyms are closed 
936,"if they were really fitness goals, they would have started before January. I see this in the gym every January. It's full in January, then people give up and the gym is emptier in February"
937,"My goal: Lose 37 lbs. to achieve my goal weight of 200-205 lbs. I'm looking to attain this in the first quarter of 2021 (Jan. - Mar. ) using a low carb, high (good) fat keto diet. After I've achieved my goal weight in March/early June, I will then optimize my diet to a mainly plant-based one while incorporating cardio/resistance training exercises. "
938,Lose weight and get ripped or be muscular
939,My goal is to get back to exercising at least ten minutes every morning! (Intensely) 💪🥰
940,"Lean, strong and healthy. 10X, I'm in! 🌻"
941,Lose 8 kg weight with lean   beautifull body shape
942,Thank you!
943,Get ripped
944,Awesome Masterclass. Thanks for unbeatable Quest for fitness 💪
945,"Do you need access to gym equipment, or can you do this from home?"
946,Well done! 
947,What's a guarantee that it's going to work for everyone?
948,Noticeable reduction of fat mass and muscle gain. I would give a try to this program.
949,Amazing 🙌🏼
950,interesant!
951,PAN
952,Nice 🙏
953,12 ya o 13 ya by GGG de za kho f de kor na bag
954,"For us, we definitely have plans to be fitter 🙋‍♀️🙋

Inspired by our Founder, Vishen Lakhiani.

This is his fitness story. (Before and after pics included 👀) 

https://facebook.com/vishenlakhiani/posts/10158466524306939"
955,"I do 25,000 ~ 30,000 steps per shift . Its part of my employment. I’m an avid hiker and love nature . I watch sunsets on a regular basis to soothe my soul . It’s my life and lifestyle. Having a healthy body is mentally/ spiritually and physically tapping in to yourself and keeping Ck on how your doing in these times . Stay safe and warm ✌️"
956,"I'm good. I've been exercising at home since I was a teenager, never been a gym person (though I've had memberships on and off, but prefer home workouts).  2020 was no threat to my work-out routine -- yoga, Pilates, Hits, kickboxing, qigong, toning, light weights, walking, stretching....mix it up, never get bored, never miss a workout unless I'm out of town on vacation -- even then there's a pool or a gym to use. :)"
957,I'm good health with exercising at home work physical exercise.
958,Yes! Am already doing some programs from Mindvalley with this goal! 
959,Always..
960,I want to get rid of wxtra pounds but don't understand how?ive three discs prolapsed and can't walk or exercise. Proper diet seems only available option.
961,"I do! Since 2016 😂 
This year is the year to do it!!"
962,🤔 Who Doesn't have plans to be healthier this year?!
963,"OH yes, happening as we speak, better and better each day ;)"
964,Let's do ittttt
965,"Hi, Kathy you definitely get  25,000-30,000 steps  you welcome to my 12 hours shifts anytime  you wish ...🙏👍😀"
966,Yes! 
967,I already am on the way 
968,Meeee!🌻
969,Meeeeeeeee
970,I saw the 20X masterclass and I have one question: is it good for people with back and knees issues?
971,Count me in
972,🖐️
973,
974,Me
975,😴 ohh ya
976,🙋‍♂️
977,💯
978,Meee🙏🏽
979,"P.S. This is for men and women of all ages (in fact most of our students in the study phase were women)
⠀
Can’t wait to have you join the Masterclass. 😊

Don't miss out and sign-up here: https://go.mindvalley.com/Gpw2QU24"
980,Here I thought Vishen said Wildfit was the way to go...
981,I don't think I know anyone with so little body fat!
982,Can you show before abs after of women? 
983,which is the sixth exercise added?
984,cant's see the difference
985,jajajajajajaja
986,I suppose some people just can't accept themselves.
987,"Hi, I subscribed to LBO and paid for on 23rd December. The class was supposed to start TODAY, yet I cannot find any trace of it anywhere. In My Programs there is nothing at all. I would like to let you know that I do love your programs, yet every time I subscribe to any of them, there is such a fuss to get started. Could you please help with this ? I have been looking everywhere for the last three hours. Thanks for your help. "
988,Cold 🥶 Shower 🚿 before bed 🛌 knocks me out...
989,
990,William Pieterse
991,Argelio Barrera 
992,Jeff Baldino Michelle Baldino
993,Wilsyn Khor Timmy Lam
994,Thanks I’ll try it as of it gets to much for me it turns into panic. Learning to not be scared of it x
995,It’s hard 
996,Jes
997,"There's only one step to be debt free is by investing with a reliable company, I started investing with €400 I got a profit of €3800 in a week, All thanks to Mr Niklas Nikolajsen for his profitable  bitcoin investment pool
Click to contact  him and learn how its easy to make profits with your bitcoin you can earn more than €9400 within a week 👇👇👇
https://www.facebook.com/profile.php?id=100004818494005"
998,"There's only one step to be debt free is by investing with a reliable company, I started investing with €400 I got a profit of €3800 in a week, All thanks to Mr Niklas Nikolajsen for his profitable  bitcoin investment pool
Click to contact  him and learn how its easy to make profits with your bitcoin you can earn more than €9400 within a week 👇👇👇
https://www.facebook.com/profile.php?id=100004818494005"
999,"I think if one learns not to react in a negative way to outside circumstances,  then all the other things..such as health and peace and clarity of mind..will most certainly fill and take the place of negative thots, feelings of fatique, brain fog, depression and others. ..just a thought"
1000,I wish everyone should have an electromagnetic microscope to actually see what kind of viruses you are scared of. lolololol
1001,Not letting the pandemic and all that’s been happening on the news get the best of me and staying focused on the Word of God. 
1002,"My health and well being, i want to have a healthy lifestyle and be able to maintain it 🙏🏼"
1003,"Everything is working out already 
Exactly how it was supposed to 😊"
1004,"I have signed up for quest on mind valley more than a week ago. I really wanted start but unfortunately the website is not giving me any access. 
I’ve emailed support several times but I’ve had no response. It’s silly to ask people to enrol, take their money then give them zero support!
If people are on holiday, it will also be useful to let people who are enrolling that you’re on holiday and not responding to any one
"
1005,My health especially mental health.... lifestyle changes ..... learn to be happy despite of the circumstances 
1006,"On my own health n wellbeing  !
And trying to please myself;  thus not any pandemic affect myself."
1007,I have created a list of all things I've been wanting to do but haven't yet.  Doing one new one a month.  Jan 23 I go ziplining!
1008,Learning to listen and work with my Intuition and emotions
1009,I just want to move on from my past gruesome relationship. I want to love myself more and be independent.
1010,Improving my confidence in all areas so I can show up more fully 🎭
1011,Covid is another form of positive lesson learnt that schools will never teach.
1012,Looking how to get money and continue with my business I forgive that tiffs
1013,Being less angry all the time 😊
1014,More amazing self growth. 🌻
1015,Spending less time on social media.
1016,A creative fulfilling and lucrative new part time career.
1017,Tolerance of obnoxiousness 
1018,Simplicity & Consistency in the communication of my message to the world 🌍 
1019,"To have a new home for my family to move in, in Jesus name with the power of the Holy Spirit, for the glory, goodness and honor of God ...we are  living in the pleasure and will of God!!! Amen...
I am confidently knowing and trusting God is already/pleasurely working it out for me and my family. 
Thank you God ...
Praise Thee..."
1020,Especially myself health with our family.
1021,"Opening up inside and out, without fear! "
1022,Not work on but “work most” : the vaccine. 
1023,My #1 priority this year is me  ❤ just feeling great with whatever I'm doing.
1024,Happy New Year to all in Mindvalley!  🤗🎉🥂🎉❤🎉🙏🏻
1025,Happy new year mindvalley
1026,Without you..i cant imaging this.my dearest personal..anyway!!i stay in my little town.all ok!!with greatest love to you!!earth!!and forever!!budda..om!!! This 2021 and next2200!!we can we must!!for love!!!!
1027,"Happy New Year. Welcome Two 2021 - And A Very Very Good Luck. Always All. And Very Very Take Care Weed Your Company. Thanks You All. And A Very Very Good Evening All. And A Very Very Have A Nice Day. Always All. And A Very Very God Bless You Always All. And Good Day. Always All. And A Enjoy Weed Your Work. Take Care Always All. Weed Your Family. And Friend. Thanks You Alls. :)""."".."
1028,"If you are going through hell, keep going. - Winston Churchill"
1029,
1030,Thanks I appreciate.
1031,
1032,#HappyNewYear2021 
1033,
1034,Get the tools to make a major impact by joining Mindvalley All Access today: https://go.mindvalley.com/bIhJOifD
1035,Super!
1036,No meditation?
1037,
1038,Thanks for sharing this ♥️♥️
1039,"Happy new year 
Good luck for more success"
1040,2020 has had more ups than downs for me. It’s all down to mindfulness I think x
1041,Thank you!
1042,Jes
1043,Nice.  linktr.ee/Palcidus
1044,Alicia Ann Wade 
1045,"So true--Manifestation goes or happens where Energy flows. Thank you for this simple, powerful technique."
1046,"Woww...This is really very interesting Vishan..  Arigato in, Arigato out 😇
Thank you so much for sharing..🙏🙏👍 Wish you a very Happy New Year 2021, Stay blessed..!!🎉🎊😊"
1047,"I have a blank check in my wallet that says, ""Thanks for al the money I have n-been given""...I think you taught me that!'"
1048,WOW this is interesting to practice and attract all the POSITIVE vibes for the new year! :)
1049,Remember??fond women fonda.this calanetuc style!!why!!so many grope and company?!because this variagiona..can change me.nowand in future.not como casino!!experiment fond of body.book help!!through meditation too!!change mind..change world!!namaste!!
1050,Thank you for sharing this - And Thank you for Everything you Are Sharing with us -👌Amazing stuff 
1051,"I use to do and after I don't know why I stop doing it, thank u for remind me this 👍"
1052,"A nice reminder, we muslims have been taught 1400 yrs back.to be grateful for all the blessings. He says in His holy book Quran, the more u r grateful the more, I will bless you  with everything"
1053,Arigato for sharing this.... 💜A new year... With another new piece of valuable information recieved. Love this and will start applying it. Arigato 🙏
1054,am i the only that thinks vishen's voice is hypnotic and so dang good looking.
1055,
1056,"Arigato in,
Arigato out,
Thank you!!!"
1057,Happy New Year Vishan
1058,Thanks... TQVM.... Thanks A Lot.....💪💪💪❤️❤️❤️🌷🌷🌷😸😸😸
1059,Arigato the bliss
1060,
1061,I ❤️ ur voice ..
1062,Ja tack!!
1063,Various...position.
1064,Very interesting.
1065,Abijith Hemanth Rao
1066,Fernando Caballero 
1067,Fatima Rameez
1068,
1069,More FLOWER POWER LOVE and PEACE ti the People of the World
1070,I <3 YOU Miss Peer
1071,
1072,Thank you!
1073,NAMASTE'
1074,Jes
1075,"DARN IT, MINDVALLEY! I WILL SO MISS ALL, INCLUDING THIS, JON & MISSY BUTCHER AND MINDVALLEY ALL ACCESS OFFERRerererrrr!!! 😓😓😓 Bills of phones and stuff still go on, but incomongs - I got no job for the last 3 months(I did tried to find but still they didn't really called back to 
 me to start working) - I currently don't have any job. And I can't even get to the Jon&Missy Butcher classess because I don't got $500 so to earn them back after I get to successfully finish the class. You really got the most awesome things I've ever seen. Every $ is freaking worth all the value!! But the point is when you are on the edge that you literally can't afford almost anything, you are like tied up your both hands! My phone can't even take some cool photos so I sell a bunch of pictures or something... I may miss these offers now, but I am deffinetely NOT giving up on trying. I really think I should start the year with Jon and Missy classes. The Masster class with them was a masterpiece, can't really imagine the whole program. 🍀🍀🍀 Wish me luck in the next some months I get my goals done! (I sure hope there is stuff about procrastination). If I get the chance to enroll for free I shall save 2 months for that (yeah, I do know that the program is 7 weeks - a little less than 2 months). This is not the first time you give it for free (well, almost, I do know that the people must have motivation or reason to go through the whole program). You should probably also invite Brendon Burchard for his High Performance Habits for a Masterclass ❤️. Happy and successful new year! 🍀🍀"
1076,"I resonate deeply with all but this is one I need working on. ""Be immune to both criticism and praise."""
1077,Gracias! Loved it! ❤
1078,AMEN to That <33
1079,15! Thanks for sharing
1080,Nice goals
1081,Can you push some humanity my way please ? 
1082,Jes
1083,"#9, #12 and #14"
1084,Life starts when you know what you want and are willing to work hard to get it
1085,First thing is getting ready with your magic mindset....because magic mindset is the way of living....
1086,Incredible an Inspirational 👍❤
1087,Open yr eyes world
1088,SO inspirational ❤️ 🤗
1089,Very motivating n inspirational 👍
1090,Happy new year!
1091,"Not for any requirement fulfillment
Like childrens gathers,  playing
Just spark"
1092,"i know 
but i don't 
😂"
1093,"Without human help
To live meaningful/fullfill life"
1094,"Without human touch
Knowing/getting/doing require"
1095,Amazing
1096,"APRENDER es encontrarse con sigo MISMO.
LA 1° REGLA y ÚNICA REGLA ES : No le hagas a los demás lo que no es bueno para tí. "
1097, Jes
1098,Iffat Raza  listen to this. 
1099,Maha Elnour
1100,Kelly Naughton you need to watch...
1101,Saima Rashid 
1102,
1103,Nayati Moodliar Saffiya Moodliar Janice Smith 
1104,
1105,To live with people as catalyst
1106,"So important to read the ingredients of what you buy in a packet. Sugar free and organic doesn't mean healthy either.. If there's a number as an ingredient or ""natural flavours"" I don't buy it... "
1107,"I am so sick of kfc and McDonald's ads on Tv here is New Zealand when we have the best fruit and vegetables available here,nobody advertises the good food just juke and people buy it!"
1108,"Hi I'm from Malaysia too.  Truly said. All my childhood years, we were made to believe that this particular drink is a nutrient drink for growing up! It is a part of every Malaysian household till today. It  explains, the number of growing diabetics in Malaysia!"
1109,Omg I can hardly believe people still believe that stuff is good for you 
1110,Nestlé sells sugar and drains aquifers that supported Salmon  and other native fish...
1111,"Take it as habit , never believe media."
1112,We have to change the food industry and the food global index cause is so currupt and educate ourselves and others to evolve
1113,"Well done for exposing what many of us have witnessed. Especially here in the uk.  Supermarkets are just sugar aisles. Even in crisps, bread."
1114,That's awesome  to unmask the reality. 🤘towards #Bend_Reality ❤
1115,Yes! A lot of products out there aren't as good as they portray them. Just because is FDA approved doesn't mean is honest. You gotta do your own research and try to make better choices. Almost everything is sugar and artificial/quimicals this days.
1116,Thank You For Sharing This Inspirational Video Vishen Lakhiani 😊❤️
1117,"It is helpful and more than important to inform people about these relationships. Especially the adults who think they are doing something good for the children. As a kindergarten teacher, I once got into trouble with the boss because parents complained that I didn't give their children these sweet, apparently healthy cuts for breakfast. Today there is hope that knowledge about sugar consumption will lead to a reduction in the (poison) substance.
I wish you success!"
1118,Important topic. It must b exposed
1119,"Oh, Malaysia ... I thought you were talking about the United States ..."
1120,this is worldwide epidemic my friend!😞 
1121,This is the real pandemic!!!
